TriggerMethod,EventNumber,EventTime,Order,EventType,Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Temperature (°C),RH (%RH),Pressure (mbar),Est. Altitude (m),GPSStatus,GPSFixTime,Lattitude,Longitude,Speed (km/h),Heading
1,58,01/17/2016 12:52:35 ,0,2,1,3.15E-01,0.00E+00,1.26E-04,2,2.42E-01,0.00E+00,-9.69E-05,3,2.82E-01,0.00E+00,-1.13E-04,4,3.71E-01,0.00E+00,1.48E-04,5,3.18E-01,0.00E+00,-1.27E-04,6,3.29E-01,0.00E+00,-1.32E-04,Resultant,3.86E-01,0.00E+00,1.54E-04,9.351563,52.54688,955.6,491,,,,,,
1,59,01/17/2016 12:54:35 ,0,2,1,3.18E-01,0.00E+00,-1.27E-04,2,3.44E-01,0.00E+00,1.37E-04,3,3.53E-01,0.00E+00,-1.41E-04,4,3.38E-01,0.00E+00,1.35E-04,5,3.23E-01,0.00E+00,1.29E-04,6,3.42E-01,0.00E+00,1.37E-04,Resultant,5.13E-01,0.00E+00,2.05E-04,9.390625,52.52344,955.6,491,,,,,,
1,60,01/17/2016 12:56:35 ,0,2,1,2.89E-01,0.00E+00,1.16E-04,2,3.34E-01,0.00E+00,1.34E-04,3,2.78E-01,0.00E+00,1.11E-04,4,4.01E-01,0.00E+00,-1.61E-04,5,3.62E-01,0.00E+00,1.45E-04,6,3.56E-01,0.00E+00,1.42E-04,Resultant,4.17E-01,0.00E+00,1.67E-04,9.429688,52.44141,955.4,493,,,,,,
1,61,01/17/2016 12:58:35 ,0,2,1,2.77E-01,0.00E+00,-1.11E-04,2,4.20E-01,0.00E+00,-1.68E-04,3,3.35E-01,0.00E+00,1.34E-04,4,4.64E-01,0.00E+00,-1.86E-04,5,3.43E-01,0.00E+00,-1.37E-04,6,4.06E-01,0.00E+00,1.62E-04,Resultant,5.20E-01,0.00E+00,2.08E-04,9.429688,52.41016,955.5,492,,,,,,
1,62,01/17/2016 01:00:35 ,0,2,1,2.98E-01,0.00E+00,-1.19E-04,2,3.83E-01,0.00E+00,1.53E-04,3,3.09E-01,0.00E+00,-1.24E-04,4,3.80E-01,0.00E+00,-1.52E-04,5,3.32E-01,0.00E+00,1.33E-04,6,3.11E-01,0.00E+00,1.24E-04,Resultant,4.81E-01,0.00E+00,1.92E-04,9.46875,52.38672,955.3,494,,,,,,
1,63,01/17/2016 01:02:35 ,0,2,1,3.06E-01,0.00E+00,1.22E-04,2,3.31E-01,0.00E+00,1.32E-04,3,2.90E-01,0.00E+00,1.16E-04,4,3.94E-01,0.00E+00,1.58E-04,5,4.10E-01,0.00E+00,-1.64E-04,6,2.76E-01,0.00E+00,1.10E-04,Resultant,4.16E-01,0.00E+00,1.66E-04,9.46875,52.32422,955.5,492,,,,,,
1,64,01/17/2016 01:04:35 ,0,2,1,3.54E-01,0.00E+00,-1.42E-04,2,3.26E-01,0.00E+00,1.30E-04,3,3.93E-01,0.00E+00,-1.57E-04,4,3.55E-01,0.00E+00,1.42E-04,5,3.68E-01,0.00E+00,1.47E-04,6,3.06E-01,0.00E+00,1.22E-04,Resultant,5.31E-01,0.00E+00,2.12E-04,9.46875,52.29297,955.3,494,,,,,,
1,65,01/17/2016 01:06:35 ,0,2,1,2.79E-01,0.00E+00,1.12E-04,2,2.79E-01,0.00E+00,1.12E-04,3,3.03E-01,0.00E+00,-1.21E-04,4,3.69E-01,0.00E+00,1.47E-04,5,3.78E-01,0.00E+00,1.51E-04,6,2.99E-01,0.00E+00,1.20E-04,Resultant,3.82E-01,0.00E+00,1.53E-04,9.511719,52.30078,955.2,495,,,,,,
1,66,01/17/2016 01:08:35 ,0,2,1,3.17E-01,0.00E+00,1.27E-04,2,2.57E-01,0.00E+00,-1.03E-04,3,3.95E-01,0.00E+00,-1.58E-04,4,4.06E-01,0.00E+00,1.62E-04,5,3.53E-01,0.00E+00,-1.41E-04,6,4.30E-01,0.00E+00,1.72E-04,Resultant,4.53E-01,0.00E+00,1.81E-04,9.511719,52.26953,955.1,496,,,,,,
1,67,01/17/2016 01:10:35 ,0,2,1,3.12E-01,0.00E+00,-1.25E-04,2,3.41E-01,0.00E+00,1.36E-04,3,3.37E-01,0.00E+00,-1.35E-04,4,4.73E-01,0.00E+00,1.89E-04,5,2.83E-01,0.00E+00,1.13E-04,6,2.77E-01,0.00E+00,-1.11E-04,Resultant,4.56E-01,0.00E+00,1.82E-04,9.550781,52.21484,955.1,496,,,,,,
1,68,01/17/2016 01:12:35 ,0,2,1,3.11E-01,0.00E+00,1.24E-04,2,2.60E-01,0.00E+00,-1.04E-04,3,3.35E-01,0.00E+00,-1.34E-04,4,4.70E-01,0.00E+00,-1.88E-04,5,3.19E-01,0.00E+00,1.28E-04,6,3.64E-01,0.00E+00,1.46E-04,Resultant,3.56E-01,0.00E+00,1.42E-04,9.589844,52.22266,955.1,496,,,,,,
1,69,01/17/2016 01:14:35 ,0,2,1,3.34E-01,0.00E+00,-1.33E-04,2,2.73E-01,0.00E+00,-1.09E-04,3,3.41E-01,0.00E+00,-1.36E-04,4,3.55E-01,0.00E+00,1.42E-04,5,2.71E-01,0.00E+00,-1.08E-04,6,3.26E-01,0.00E+00,-1.30E-04,Resultant,4.46E-01,0.00E+00,1.78E-04,9.589844,52.22266,955.1,496,,,,,,
1,70,01/17/2016 01:16:35 ,0,2,1,3.70E-01,0.00E+00,1.48E-04,2,3.17E-01,0.00E+00,-1.27E-04,3,2.83E-01,0.00E+00,1.13E-04,4,3.58E-01,0.00E+00,1.43E-04,5,3.67E-01,0.00E+00,-1.47E-04,6,2.47E-01,0.00E+00,9.89E-05,Resultant,4.43E-01,0.00E+00,1.77E-04,9.589844,52.22266,955.1,496,,,,,,
1,71,01/17/2016 01:18:35 ,0,2,1,2.89E-01,0.00E+00,1.16E-04,2,2.84E-01,0.00E+00,1.14E-04,3,3.92E-01,0.00E+00,-1.57E-04,4,3.70E-01,0.00E+00,1.48E-04,5,3.25E-01,0.00E+00,1.30E-04,6,3.90E-01,0.00E+00,1.56E-04,Resultant,4.56E-01,0.00E+00,1.82E-04,9.628906,52.22656,954.8,498,,,,,,
1,72,01/17/2016 01:20:35 ,0,2,1,3.39E-01,0.00E+00,-1.36E-04,2,3.08E-01,0.00E+00,-1.23E-04,3,3.10E-01,0.00E+00,1.24E-04,4,3.65E-01,0.00E+00,-1.46E-04,5,2.78E-01,0.00E+00,-1.11E-04,6,2.78E-01,0.00E+00,-1.11E-04,Resultant,4.03E-01,0.00E+00,1.61E-04,9.628906,52.25781,954.8,498,,,,,,
1,73,01/17/2016 01:22:35 ,0,2,1,3.78E-01,0.00E+00,1.51E-04,2,3.36E-01,0.00E+00,-1.34E-04,3,3.09E-01,0.00E+00,1.24E-04,4,3.74E-01,0.00E+00,1.50E-04,5,2.70E-01,0.00E+00,-1.08E-04,6,4.17E-01,0.00E+00,1.67E-04,Resultant,4.73E-01,0.00E+00,1.89E-04,9.667969,52.29297,954.8,498,,,,,,
1,74,01/17/2016 01:24:35 ,0,2,1,2.89E-01,0.00E+00,1.16E-04,2,2.96E-01,0.00E+00,-1.18E-04,3,3.09E-01,0.00E+00,-1.24E-04,4,3.73E-01,0.00E+00,-1.49E-04,5,3.35E-01,0.00E+00,-1.34E-04,6,4.05E-01,0.00E+00,-1.62E-04,Resultant,4.35E-01,0.00E+00,1.74E-04,9.667969,52.32422,954.8,498,,,,,,
1,75,01/17/2016 01:26:35 ,0,2,1,2.75E-01,0.00E+00,-1.10E-04,2,3.17E-01,0.00E+00,-1.27E-04,3,3.38E-01,0.00E+00,-1.35E-04,4,3.66E-01,0.00E+00,1.46E-04,5,3.61E-01,0.00E+00,1.45E-04,6,3.00E-01,0.00E+00,1.20E-04,Resultant,4.01E-01,0.00E+00,1.60E-04,9.667969,52.32422,954.6,500,,,,,,
1,76,01/17/2016 01:28:35 ,0,2,1,3.98E-01,0.00E+00,-1.59E-04,2,3.02E-01,0.00E+00,-1.21E-04,3,2.93E-01,0.00E+00,1.17E-04,4,4.56E-01,0.00E+00,-1.82E-04,5,3.01E-01,0.00E+00,1.21E-04,6,4.06E-01,0.00E+00,1.62E-04,Resultant,4.39E-01,0.00E+00,1.76E-04,9.710938,52.38672,954.7,499,,,,,,
1,77,01/17/2016 01:30:35 ,0,2,1,3.81E-01,0.00E+00,1.52E-04,2,3.30E-01,0.00E+00,-1.32E-04,3,2.82E-01,0.00E+00,-1.13E-04,4,3.93E-01,0.00E+00,-1.57E-04,5,3.02E-01,0.00E+00,-1.21E-04,6,3.22E-01,0.00E+00,-1.29E-04,Resultant,3.99E-01,0.00E+00,1.60E-04,9.710938,52.41797,954.6,500,,,,,,
1,78,01/17/2016 01:32:35 ,0,2,1,3.41E-01,0.00E+00,-1.36E-04,2,3.55E-01,0.00E+00,-1.42E-04,3,2.81E-01,0.00E+00,1.12E-04,4,3.86E-01,0.00E+00,1.54E-04,5,3.43E-01,0.00E+00,1.37E-04,6,3.21E-01,0.00E+00,1.28E-04,Resultant,5.31E-01,0.00E+00,2.12E-04,9.75,52.45313,954.6,500,,,,,,
1,79,01/17/2016 01:34:35 ,0,2,1,3.27E-01,0.00E+00,1.31E-04,2,3.02E-01,0.00E+00,1.21E-04,3,3.29E-01,0.00E+00,-1.32E-04,4,4.49E-01,0.00E+00,-1.80E-04,5,3.07E-01,0.00E+00,1.23E-04,6,3.05E-01,0.00E+00,-1.22E-04,Resultant,4.87E-01,0.00E+00,1.95E-04,9.75,52.48438,954.7,499,,,,,,
1,80,01/17/2016 01:36:35 ,0,2,1,3.93E-01,0.00E+00,-1.57E-04,2,4.20E-01,0.00E+00,1.68E-04,3,5.26E-01,0.00E+00,2.10E-04,4,3.46E-01,0.00E+00,1.38E-04,5,2.58E-01,0.00E+00,1.03E-04,6,2.92E-01,0.00E+00,1.17E-04,Resultant,7.47E-01,0.00E+00,2.99E-04,9.75,52.48438,954.7,499,,,,,,
1,81,01/17/2016 01:38:35 ,0,2,1,3.50E-01,0.00E+00,-1.40E-04,2,3.05E-01,0.00E+00,-1.22E-04,3,3.77E-01,0.00E+00,-1.51E-04,4,4.14E-01,0.00E+00,-1.66E-04,5,3.65E-01,0.00E+00,-1.46E-04,6,3.17E-01,0.00E+00,-1.27E-04,Resultant,5.98E-01,0.00E+00,2.39E-04,9.789063,52.55078,954.5,501,,,,,,
1,82,01/17/2016 01:40:35 ,0,2,1,3.12E-01,0.00E+00,-1.25E-04,2,3.21E-01,0.00E+00,-1.28E-04,3,3.48E-01,0.00E+00,-1.39E-04,4,3.37E-01,0.00E+00,-1.35E-04,5,3.56E-01,0.00E+00,-1.42E-04,6,3.47E-01,0.00E+00,1.39E-04,Resultant,4.07E-01,0.00E+00,1.63E-04,9.789063,52.55078,954.6,500,,,,,,
1,83,01/17/2016 01:42:35 ,0,2,1,3.23E-01,0.00E+00,-1.29E-04,2,3.27E-01,0.00E+00,1.31E-04,3,3.38E-01,0.00E+00,-1.35E-04,4,3.75E-01,0.00E+00,1.50E-04,5,3.61E-01,0.00E+00,1.44E-04,6,2.92E-01,0.00E+00,1.17E-04,Resultant,4.29E-01,0.00E+00,1.72E-04,9.789063,52.60938,954.4,502,,,,,,
1,84,01/17/2016 01:44:35 ,0,2,1,3.12E-01,0.00E+00,-1.25E-04,2,3.44E-01,0.00E+00,-1.37E-04,3,2.99E-01,0.00E+00,1.20E-04,4,4.07E-01,0.00E+00,1.63E-04,5,3.52E-01,0.00E+00,1.41E-04,6,2.82E-01,0.00E+00,1.13E-04,Resultant,4.64E-01,0.00E+00,1.86E-04,9.789063,52.64063,954.5,501,,,,,,
1,85,01/17/2016 01:46:35 ,0,2,1,2.75E-01,0.00E+00,1.10E-04,2,3.34E-01,0.00E+00,-1.34E-04,3,3.78E-01,0.00E+00,-1.51E-04,4,3.96E-01,0.00E+00,1.58E-04,5,3.00E-01,0.00E+00,1.20E-04,6,3.63E-01,0.00E+00,-1.45E-04,Resultant,4.42E-01,0.00E+00,1.77E-04,9.828125,52.67578,954.5,501,,,,,,
1,86,01/17/2016 01:48:35 ,0,2,1,3.10E-01,0.00E+00,-1.24E-04,2,3.06E-01,0.00E+00,-1.23E-04,3,3.39E-01,0.00E+00,-1.36E-04,4,4.87E-01,0.00E+00,-1.95E-04,5,3.51E-01,0.00E+00,1.41E-04,6,3.27E-01,0.00E+00,1.31E-04,Resultant,3.82E-01,0.00E+00,1.53E-04,9.828125,52.70703,954.3,502,,,,,,
1,87,01/17/2016 01:50:35 ,0,2,1,2.71E-01,0.00E+00,1.08E-04,2,3.20E-01,0.00E+00,-1.28E-04,3,3.32E-01,0.00E+00,-1.33E-04,4,3.88E-01,0.00E+00,-1.55E-04,5,3.68E-01,0.00E+00,-1.47E-04,6,2.78E-01,0.00E+00,1.11E-04,Resultant,4.69E-01,0.00E+00,1.87E-04,9.828125,52.76563,954.3,502,,,,,,
1,88,01/17/2016 01:52:35 ,0,2,1,3.41E-01,0.00E+00,-1.37E-04,2,3.63E-01,0.00E+00,1.45E-04,3,3.40E-01,0.00E+00,-1.36E-04,4,3.93E-01,0.00E+00,1.57E-04,5,2.92E-01,0.00E+00,1.17E-04,6,2.77E-01,0.00E+00,-1.11E-04,Resultant,5.01E-01,0.00E+00,2.00E-04,9.871094,52.83203,954.2,503,,,,,,
1,89,01/17/2016 01:54:35 ,0,2,1,3.21E-01,0.00E+00,-1.29E-04,2,3.30E-01,0.00E+00,1.32E-04,3,3.48E-01,0.00E+00,-1.39E-04,4,3.39E-01,0.00E+00,-1.36E-04,5,3.51E-01,0.00E+00,1.40E-04,6,3.18E-01,0.00E+00,-1.27E-04,Resultant,5.12E-01,0.00E+00,2.05E-04,9.910156,52.86719,954.3,502,,,,,,
1,90,01/17/2016 01:56:35 ,0,2,1,2.41E-01,0.00E+00,-9.65E-05,2,2.78E-01,0.00E+00,1.11E-04,3,2.73E-01,0.00E+00,1.09E-04,4,3.34E-01,0.00E+00,-1.33E-04,5,3.53E-01,0.00E+00,-1.41E-04,6,3.15E-01,0.00E+00,-1.26E-04,Resultant,3.66E-01,0.00E+00,1.47E-04,9.871094,52.86328,954.3,502,,,,,,
1,91,01/17/2016 01:58:35 ,0,2,1,3.38E-01,0.00E+00,-1.35E-04,2,3.77E-01,0.00E+00,-1.51E-04,3,3.12E-01,0.00E+00,-1.25E-04,4,3.65E-01,0.00E+00,1.46E-04,5,2.88E-01,0.00E+00,1.15E-04,6,3.32E-01,0.00E+00,-1.33E-04,Resultant,5.66E-01,0.00E+00,2.26E-04,9.910156,52.92969,954.2,503,,,,,,
1,92,01/17/2016 02:00:35 ,0,2,1,3.11E-01,0.00E+00,-1.24E-04,2,3.74E-01,0.00E+00,1.50E-04,3,3.05E-01,0.00E+00,-1.22E-04,4,4.32E-01,0.00E+00,1.73E-04,5,3.28E-01,0.00E+00,-1.31E-04,6,2.74E-01,0.00E+00,1.10E-04,Resultant,4.87E-01,0.00E+00,1.95E-04,9.910156,52.95703,954.1,504,,,,,,
1,93,01/17/2016 02:02:35 ,0,2,1,3.43E-01,0.00E+00,-1.37E-04,2,2.83E-01,0.00E+00,1.13E-04,3,3.08E-01,0.00E+00,1.23E-04,4,3.99E-01,0.00E+00,-1.60E-04,5,3.44E-01,0.00E+00,1.38E-04,6,3.80E-01,0.00E+00,1.52E-04,Resultant,5.24E-01,0.00E+00,2.09E-04,9.910156,52.98828,954.2,503,,,,,,
1,94,01/17/2016 02:04:35 ,0,2,1,3.33E-01,0.00E+00,-1.33E-04,2,4.63E-01,0.00E+00,1.85E-04,3,4.58E-01,0.00E+00,1.83E-04,4,3.03E-01,0.00E+00,-1.21E-04,5,3.54E-01,0.00E+00,1.42E-04,6,2.95E-01,0.00E+00,1.18E-04,Resultant,7.03E-01,0.00E+00,2.81E-04,9.910156,52.98828,954.1,504,,,,,,
1,95,01/17/2016 02:06:35 ,0,2,1,2.98E-01,0.00E+00,-1.19E-04,2,4.04E-01,0.00E+00,-1.61E-04,3,3.54E-01,0.00E+00,1.42E-04,4,3.83E-01,0.00E+00,1.53E-04,5,4.08E-01,0.00E+00,1.63E-04,6,2.72E-01,0.00E+00,-1.09E-04,Resultant,4.75E-01,0.00E+00,1.90E-04,9.910156,53.04688,953.9,506,,,,,,
1,96,01/17/2016 02:08:35 ,0,2,1,3.23E-01,0.00E+00,1.29E-04,2,3.03E-01,0.00E+00,-1.21E-04,3,3.47E-01,0.00E+00,-1.39E-04,4,4.22E-01,0.00E+00,1.69E-04,5,3.65E-01,0.00E+00,1.46E-04,6,3.37E-01,0.00E+00,-1.35E-04,Resultant,3.96E-01,0.00E+00,1.59E-04,9.949219,53.11328,954,505,,,,,,
1,97,01/17/2016 02:10:35 ,0,2,1,3.07E-01,0.00E+00,-1.23E-04,2,3.07E-01,0.00E+00,-1.23E-04,3,3.02E-01,0.00E+00,1.21E-04,4,4.18E-01,0.00E+00,-1.67E-04,5,3.33E-01,0.00E+00,1.33E-04,6,3.02E-01,0.00E+00,-1.21E-04,Resultant,3.97E-01,0.00E+00,1.59E-04,9.949219,53.11328,954.2,503,,,,,,
1,98,01/17/2016 02:12:35 ,0,2,1,3.01E-01,0.00E+00,1.20E-04,2,3.61E-01,0.00E+00,1.44E-04,3,2.76E-01,0.00E+00,-1.10E-04,4,3.52E-01,0.00E+00,-1.41E-04,5,3.54E-01,0.00E+00,1.41E-04,6,3.00E-01,0.00E+00,1.20E-04,Resultant,4.57E-01,0.00E+00,1.83E-04,9.988281,53.12109,954,505,,,,,,
1,99,01/17/2016 02:14:35 ,0,2,1,3.37E-01,0.00E+00,-1.35E-04,2,3.68E-01,0.00E+00,-1.47E-04,3,3.21E-01,0.00E+00,1.28E-04,4,3.83E-01,0.00E+00,1.53E-04,5,3.10E-01,0.00E+00,-1.24E-04,6,3.29E-01,0.00E+00,1.31E-04,Resultant,4.88E-01,0.00E+00,1.95E-04,9.949219,53.14453,954,505,,,,,,
1,100,01/17/2016 02:16:35 ,0,2,1,3.38E-01,0.00E+00,1.35E-04,2,3.65E-01,0.00E+00,-1.46E-04,3,3.44E-01,0.00E+00,-1.38E-04,4,2.73E-01,0.00E+00,1.09E-04,5,2.75E-01,0.00E+00,1.10E-04,6,3.80E-01,0.00E+00,1.52E-04,Resultant,4.48E-01,0.00E+00,1.79E-04,9.988281,53.21094,953.9,506,,,,,,
1,101,01/17/2016 02:18:35 ,0,2,1,2.83E-01,0.00E+00,-1.13E-04,2,4.07E-01,0.00E+00,-1.63E-04,3,3.01E-01,0.00E+00,1.21E-04,4,3.88E-01,0.00E+00,1.55E-04,5,3.56E-01,0.00E+00,1.42E-04,6,3.37E-01,0.00E+00,1.35E-04,Resultant,4.36E-01,0.00E+00,1.74E-04,9.988281,53.24219,953.9,506,,,,,,
1,102,01/17/2016 02:20:35 ,0,2,1,3.27E-01,0.00E+00,-1.31E-04,2,3.92E-01,0.00E+00,1.57E-04,3,3.34E-01,0.00E+00,1.34E-04,4,3.90E-01,0.00E+00,-1.56E-04,5,3.04E-01,0.00E+00,-1.22E-04,6,3.20E-01,0.00E+00,-1.28E-04,Resultant,4.68E-01,0.00E+00,1.87E-04,9.988281,53.21094,953.9,506,,,,,,
1,103,01/17/2016 02:22:35 ,0,2,1,3.60E-01,0.00E+00,1.44E-04,2,4.64E-01,0.00E+00,-1.86E-04,3,3.11E-01,0.00E+00,-1.25E-04,4,3.66E-01,0.00E+00,1.47E-04,5,3.47E-01,0.00E+00,1.39E-04,6,3.28E-01,0.00E+00,-1.31E-04,Resultant,5.14E-01,0.00E+00,2.06E-04,9.988281,53.26953,953.6,509,,,,,,
1,104,01/17/2016 02:24:35 ,0,2,1,3.50E-01,0.00E+00,-1.40E-04,2,2.84E-01,0.00E+00,1.13E-04,3,2.86E-01,0.00E+00,1.15E-04,4,3.87E-01,0.00E+00,1.55E-04,5,3.54E-01,0.00E+00,1.41E-04,6,3.19E-01,0.00E+00,1.28E-04,Resultant,4.74E-01,0.00E+00,1.89E-04,9.988281,53.30078,953.7,508,,,,,,
1,105,01/17/2016 02:26:35 ,0,2,1,3.26E-01,0.00E+00,1.30E-04,2,3.93E-01,0.00E+00,-1.57E-04,3,3.35E-01,0.00E+00,1.34E-04,4,3.79E-01,0.00E+00,1.52E-04,5,3.04E-01,0.00E+00,-1.21E-04,6,3.14E-01,0.00E+00,1.25E-04,Resultant,4.46E-01,0.00E+00,1.78E-04,9.988281,53.35938,953.7,508,,,,,,
1,106,01/17/2016 02:28:35 ,0,2,1,3.21E-01,0.00E+00,-1.28E-04,2,4.26E-01,0.00E+00,-1.70E-04,3,3.13E-01,0.00E+00,1.25E-04,4,3.46E-01,0.00E+00,-1.38E-04,5,3.93E-01,0.00E+00,1.57E-04,6,3.34E-01,0.00E+00,-1.34E-04,Resultant,4.61E-01,0.00E+00,1.85E-04,9.988281,53.35938,953.6,509,,,,,,
1,107,01/17/2016 02:30:35 ,0,2,1,3.64E-01,0.00E+00,-1.46E-04,2,3.62E-01,0.00E+00,1.45E-04,3,3.24E-01,0.00E+00,1.30E-04,4,3.34E-01,0.00E+00,-1.34E-04,5,2.82E-01,0.00E+00,1.13E-04,6,3.33E-01,0.00E+00,-1.33E-04,Resultant,4.61E-01,0.00E+00,1.84E-04,9.988281,53.42188,953.6,509,,,,,,
1,108,01/17/2016 02:32:35 ,0,2,1,3.17E-01,0.00E+00,-1.27E-04,2,3.77E-01,0.00E+00,1.51E-04,3,2.45E-01,0.00E+00,-9.81E-05,4,4.18E-01,0.00E+00,1.67E-04,5,3.35E-01,0.00E+00,1.34E-04,6,3.89E-01,0.00E+00,-1.56E-04,Resultant,4.63E-01,0.00E+00,1.85E-04,10.03125,53.42578,953.5,509,,,,,,
1,109,01/17/2016 02:34:35 ,0,2,1,3.77E-01,0.00E+00,-1.51E-04,2,3.33E-01,0.00E+00,-1.33E-04,3,3.36E-01,0.00E+00,-1.34E-04,4,4.51E-01,0.00E+00,1.80E-04,5,2.95E-01,0.00E+00,1.18E-04,6,2.80E-01,0.00E+00,-1.12E-04,Resultant,4.34E-01,0.00E+00,1.73E-04,10.03125,53.45703,953.7,508,,,,,,
1,110,01/17/2016 02:36:35 ,0,2,1,3.14E-01,0.00E+00,1.26E-04,2,3.15E-01,0.00E+00,1.26E-04,3,4.01E-01,0.00E+00,-1.60E-04,4,3.71E-01,0.00E+00,1.48E-04,5,2.66E-01,0.00E+00,1.06E-04,6,3.77E-01,0.00E+00,1.51E-04,Resultant,4.88E-01,0.00E+00,1.95E-04,10.03125,53.42578,953.7,508,,,,,,
1,111,01/17/2016 02:38:35 ,0,2,1,3.92E-01,0.00E+00,1.57E-04,2,3.00E-01,0.00E+00,1.20E-04,3,3.15E-01,0.00E+00,-1.26E-04,4,3.95E-01,0.00E+00,1.58E-04,5,3.38E-01,0.00E+00,1.35E-04,6,3.33E-01,0.00E+00,1.33E-04,Resultant,5.04E-01,0.00E+00,2.02E-04,10.07031,53.49219,953.6,509,,,,,,
1,112,01/17/2016 02:40:35 ,0,2,1,3.32E-01,0.00E+00,-1.33E-04,2,3.07E-01,0.00E+00,1.23E-04,3,3.05E-01,0.00E+00,-1.22E-04,4,4.06E-01,0.00E+00,1.62E-04,5,2.70E-01,0.00E+00,-1.08E-04,6,3.08E-01,0.00E+00,1.23E-04,Resultant,4.10E-01,0.00E+00,1.64E-04,10.07031,53.49219,953.3,511,,,,,,
1,113,01/17/2016 02:42:35 ,0,2,1,3.11E-01,0.00E+00,1.25E-04,2,3.55E-01,0.00E+00,1.42E-04,3,3.49E-01,0.00E+00,1.40E-04,4,4.07E-01,0.00E+00,-1.63E-04,5,3.74E-01,0.00E+00,1.50E-04,6,3.04E-01,0.00E+00,1.22E-04,Resultant,4.28E-01,0.00E+00,1.71E-04,10.07031,53.55078,953.5,509,,,,,,
1,114,01/17/2016 02:44:35 ,0,2,1,2.85E-01,0.00E+00,-1.14E-04,2,3.34E-01,0.00E+00,-1.33E-04,3,3.26E-01,0.00E+00,1.31E-04,4,4.14E-01,0.00E+00,1.65E-04,5,3.43E-01,0.00E+00,-1.37E-04,6,4.23E-01,0.00E+00,-1.69E-04,Resultant,4.43E-01,0.00E+00,1.77E-04,10.07031,53.58203,953.3,511,,,,,,
1,115,01/17/2016 02:46:35 ,0,2,1,3.46E-01,0.00E+00,1.38E-04,2,3.06E-01,0.00E+00,1.23E-04,3,2.82E-01,0.00E+00,-1.13E-04,4,4.05E-01,0.00E+00,-1.62E-04,5,3.91E-01,0.00E+00,1.57E-04,6,3.03E-01,0.00E+00,-1.21E-04,Resultant,4.46E-01,0.00E+00,1.78E-04,10.07031,53.58203,953.4,510,,,,,,
1,116,01/17/2016 02:48:35 ,0,2,1,3.15E-01,0.00E+00,-1.26E-04,2,3.36E-01,0.00E+00,1.34E-04,3,2.47E-01,0.00E+00,-9.87E-05,4,3.83E-01,0.00E+00,1.53E-04,5,3.21E-01,0.00E+00,1.28E-04,6,3.35E-01,0.00E+00,-1.34E-04,Resultant,4.12E-01,0.00E+00,1.65E-04,10.07031,53.64063,953.2,512,,,,,,
1,117,01/17/2016 02:50:35 ,0,2,1,2.89E-01,0.00E+00,1.16E-04,2,3.88E-01,0.00E+00,-1.55E-04,3,3.26E-01,0.00E+00,-1.30E-04,4,3.55E-01,0.00E+00,1.42E-04,5,3.61E-01,0.00E+00,1.44E-04,6,2.90E-01,0.00E+00,1.16E-04,Resultant,4.54E-01,0.00E+00,1.82E-04,10.07031,53.64063,953.2,512,,,,,,
1,118,01/17/2016 02:52:35 ,0,2,1,3.67E-01,0.00E+00,1.47E-04,2,3.89E-01,0.00E+00,-1.55E-04,3,3.50E-01,0.00E+00,1.40E-04,4,3.42E-01,0.00E+00,-1.37E-04,5,3.35E-01,0.00E+00,1.34E-04,6,3.07E-01,0.00E+00,-1.23E-04,Resultant,4.44E-01,0.00E+00,1.78E-04,10.07031,53.67188,953.2,512,,,,,,
1,119,01/17/2016 02:54:35 ,0,2,1,3.12E-01,0.00E+00,-1.25E-04,2,3.55E-01,0.00E+00,1.42E-04,3,3.39E-01,0.00E+00,-1.36E-04,4,4.73E-01,0.00E+00,1.89E-04,5,3.31E-01,0.00E+00,1.33E-04,6,3.49E-01,0.00E+00,-1.40E-04,Resultant,4.27E-01,0.00E+00,1.71E-04,10.07031,53.70313,953.1,513,,,,,,
1,120,01/17/2016 02:56:35 ,0,2,1,3.06E-01,0.00E+00,1.22E-04,2,3.51E-01,0.00E+00,-1.40E-04,3,3.15E-01,0.00E+00,1.26E-04,4,3.84E-01,0.00E+00,-1.54E-04,5,3.32E-01,0.00E+00,1.33E-04,6,3.06E-01,0.00E+00,-1.22E-04,Resultant,4.41E-01,0.00E+00,1.76E-04,10.07031,53.73047,952.9,515,,,,,,
1,121,01/17/2016 02:58:35 ,0,2,1,2.71E-01,0.00E+00,-1.08E-04,2,3.57E-01,0.00E+00,-1.43E-04,3,3.80E-01,0.00E+00,-1.52E-04,4,4.60E-01,0.00E+00,-1.84E-04,5,3.52E-01,0.00E+00,1.41E-04,6,3.02E-01,0.00E+00,-1.21E-04,Resultant,4.60E-01,0.00E+00,1.84E-04,10.10938,53.73828,952.9,515,,,,,,
